,Order,SubjectID,ServerTimestamp,AssignmentID,ProblemID,Attempt,CodeStateID,Score,Code,Between,N Way,2xN,Other,OtherReason
0,11582,153541c160234d5f9029608e65329ad0,02/25/19 12:02 AM,439,234,1,5b9439d052b1cfbc356b296d30dfbbf79fd762d7,1,"public boolean cigarParty(int cigars, boolean isWeekend)
{
	if(isWeekend)
		return (cigars >= 40);
	return (cigars >= 40 && cigars <= 60);
    
}
",0,0,0,0,
1,32096,153541c160234d5f9029608e65329ad0,02/24/19 11:20 PM,439,13,1,5e7ad69373709a5f33e85d707d34c8a0766fe458,1,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if(isBirthday)
        speed -= 5;
    if(speed <= 60)
        return 0;
    if(speed <= 80)
        return 1;
    else
        return 2;
        
}
",0,0,0,0,
2,37809,153541c160234d5f9029608e65329ad0,02/25/19 12:06 AM,439,12,1,cbd8d6b0cbc0272c0cacc9f5e0c7a7e441aa4ceb,1,"public boolean squirrelPlay(int temp, boolean isSummer)
{
   if(isSummer)
		return (temp >= 60 && temp <= 100);
	return (temp >= 60 && temp <= 90);   
}
",0,0,0,0,
3,44733,153541c160234d5f9029608e65329ad0,02/24/19 11:59 PM,439,232,1,2cb75271cca3ade7b39eee71d9c3a4cfb702e941,1,"public String alarmClock(int day, boolean vacation)
{
    if(vacation)
	{
		if(day == 0 || day == 6)
			return ""off"";
		return ""10:00"";
	}
	else
	{
		if(day == 0 || day == 6)
			return ""10:00"";
		return ""7:00"";
	}
}
",0,0,0,0,
4,60991,153541c160234d5f9029608e65329ad0,02/25/19 12:04 AM,439,233,1,aa084c0f28f9166ca0cbc27ec9cb02d0492695e7,1,"public boolean love6(int a, int b)
{
	if(a == 6 || b == 6)
		return true;
	return ((a + b) == 6|| Math.abs(a - b) == 6);    
}
",0,0,0,0,
5,66633,153541c160234d5f9029608e65329ad0,02/25/19 12:03 AM,439,5,1,7f8f9233dd1c7c54936cf4e3818e08e5588d9bdb,1,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
	if(isAsleep)
		return false;
	if(isMom)
		return true;
	return (!isMorning);    
}
",0,0,0,0,
6,70068,153541c160234d5f9029608e65329ad0,02/25/19 12:01 AM,439,235,1,6be3889c3679023b5d5dbb66b6ee537f3ffd360e,1,"public int dateFashion(int you, int date)
{
    if(you <= 2 || date <= 2)
		return 0;
	 if(you >= 8 || date >= 8)
		return 2;
	 return 1;
}
",0,0,0,0,
7,78124,153541c160234d5f9029608e65329ad0,02/25/19 12:03 AM,439,236,1,27154c8d4197f55edfc1ff153ecd18a8c04abeb4,1,"public int greenTicket(int a, int b, int c)
{
	if(a == b)
	{
		if(b == c)
			return 20;
		return 10;
	}
	if(a == c || b == c)
		return 10;
	return 0;    
}
",0,0,0,0,
8,120473,153541c160234d5f9029608e65329ad0,02/25/19 12:04 AM,439,1,1,004ff8959b85e1da5dcd01a8770fca1ee65c9ad8,1,"public int sortaSum(int a, int b)
{
 	int sum = a + b;
	if(sum >= 10 && sum <= 19)
		return 20;
	return sum;   
}
",0,0,0,0,
9,135318,153541c160234d5f9029608e65329ad0,02/25/19 12:05 AM,439,3,1,9bc27dce525f2905865aec9ed48f1962af729d83,1,"public boolean in1To10(int n, boolean outsideMode)
{
	if(outsideMode)
		return (n <= 1 || n >= 10);
	return (n >= 1 && n <= 10);    
}
",0,0,0,0,
13,25157,36fb4d8a9e7e1c0953cd80bbac2e50f0,02/23/19 6:30 PM,439,13,3,acd50a98f56b9b4e43081ee3437a70df83145d3b,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    return speed;
    if (this.isBirthday())
        this.speed <= 5;
    
}
",1,0,1,0,
22,40372,36fb4d8a9e7e1c0953cd80bbac2e50f0,02/23/19 7:35 PM,439,232,2,bccf65c90d2214b3c0178cfe4d3684f2f82703cc,0,"public String alarmClock(int day, boolean vacation)
{
    alarmClock (0, false);
    
}
",1,0,1,1,Incomplete
56,66757,36fb4d8a9e7e1c0953cd80bbac2e50f0,02/25/19 1:03 AM,439,5,1,5ca7c216a56d0637080597857e9706ccd46611e4,0,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if (isMorning && isMom && !isAsleep)
    { 
        return answerCell;
    }
  
    
}
",0,1,0,0,
61,70706,36fb4d8a9e7e1c0953cd80bbac2e50f0,02/25/19 2:41 AM,439,235,2,dd061a13a4677300ddce33529ed01c54d4caebea,0,"public int dateFashion(int you, int date)
{ 
    int no = 0;
    int maybe = 1;
    int yes = 2;
    if (you >= 8 || date >= 8)
    {
        return yes;
    }
   else if (you >= 2 || date >= 2)
    {
        return no;
    }
    return dateFashion;
    
}
",0,1,0,0,
91,119754,36fb4d8a9e7e1c0953cd80bbac2e50f0,02/24/19 5:24 PM,439,1,1,856b8800336d254eb61caf09ccac4a3eb3315989,0,"public int sortaSum(int a, int b)
{
    return a;
    return b;
    
}
",1,1,0,0,
